Commodities,City,Date,Price
Bawang Merah,kota-tarakan,2021-10-08,29000
Bawang Merah,kota-tarakan,2021-11-08,29000
Bawang Merah,kota-tarakan,2021-12-08,27250
Bawang Merah,kota-tarakan,2021-02-09,29500
Bawang Merah,kota-tarakan,2021-03-09,34500
Bawang Merah,kota-tarakan,2021-04-09,35000
Bawang Merah,kota-tarakan,2021-06-09,30000
Bawang Merah,kota-tarakan,2021-07-09,31750
Bawang Merah,kota-tarakan,2021-08-09,39000
Bawang Merah,kota-tarakan,2021-09-09,33750
Bawang Merah,kota-tarakan,2021-11-09,28500
Bawang Merah,kota-tarakan,2021-12-09,27250
Bawang Merah,kota-tarakan,2021-02-10,35250
Bawang Merah,kota-tarakan,2021-03-10,34500
Bawang Merah,kota-tarakan,2021-05-10,34000
Bawang Merah,kota-tarakan,2021-06-10,31250
Bawang Merah,kota-tarakan,2021-08-10,39000
Bawang Merah,kota-tarakan,2021-09-10,33750
Bawang Merah,kota-tarakan,2021-11-10,28500
Bawang Merah,kota-tarakan,2021-12-10,27250
Bawang Merah,kota-tarakan,2021-01-11,35000
Bawang Merah,kota-tarakan,2021-02-11,35250
Bawang Merah,kota-tarakan,2021-03-11,35250
Bawang Merah,kota-tarakan,2021-05-11,34000
Bawang Merah,kota-tarakan,2021-06-11,31250
Bawang Merah,kota-tarakan,2021-08-11,31250
Bawang Merah,kota-tarakan,2021-10-11,28500
Bawang Merah,kota-tarakan,2021-11-11,28500
Bawang Merah,kota-tarakan,2021-01-12,35000
Bawang Merah,kota-tarakan,2021-02-12,35000
Bawang Merah,kota-tarakan,2021-03-12,35250
Bawang Merah,kota-tarakan,2021-04-12,35250
Bawang Merah,kota-tarakan,2021-05-12,35250
Bawang Merah,kota-tarakan,2021-07-12,31750
Bawang Merah,kota-tarakan,2021-08-12,39000
Bawang Merah,kota-tarakan,2021-10-12,28500
Bawang Merah,kota-tarakan,2021-11-12,28500
Bawang Merah,kota-tarakan,2021-01-13,35000
Bawang Merah,kota-tarakan,2021-04-13,35250
Bawang Merah,kota-tarakan,2021-05-13,35250
Bawang Merah,kota-tarakan,2021-07-13,31750
Bawang Merah,kota-tarakan,2021-08-13,38500
Bawang Merah,kota-tarakan,2021-09-13,33750
Bawang Merah,kota-tarakan,2021-10-13,28500
Bawang Merah,kota-tarakan,2021-12-13,27250
Bawang Merah,kota-tarakan,2021-01-14,35000
Bawang Merah,kota-tarakan,2021-04-14,35750
Bawang Merah,kota-tarakan,2021-05-14,35750
Bawang Merah,kota-tarakan,2021-06-14,31250
Bawang Merah,kota-tarakan,2021-07-14,32500
Bawang Merah,kota-tarakan,2021-09-14,33750
Bawang Merah,kota-tarakan,2021-10-14,29000
Bawang Merah,kota-tarakan,2021-12-14,27250
Bawang Merah,kota-tarakan,2021-01-15,35000
Bawang Merah,kota-tarakan,2021-02-15,35250
Bawang Merah,kota-tarakan,2021-03-15,34500
Bawang Merah,kota-tarakan,2021-04-15,35750
Bawang Merah,kota-tarakan,2021-06-15,31250
Bawang Merah,kota-tarakan,2021-07-15,32500
Bawang Merah,kota-tarakan,2021-09-15,33750
Bawang Merah,kota-tarakan,2021-10-15,29000
Bawang Merah,kota-tarakan,2021-11-15,28500
Bawang Merah,kota-tarakan,2021-12-15,28250
Bawang Merah,kota-tarakan,2021-02-16,35250
Bawang Merah,kota-tarakan,2021-03-16,34500
Bawang Merah,kota-tarakan,2021-04-16,35750
Bawang Merah,kota-tarakan,2021-06-16,30000
Bawang Merah,kota-tarakan,2021-07-16,32000
Bawang Merah,kota-tarakan,2021-08-16,37750
Bawang Merah,kota-tarakan,2021-09-16,33750
Bawang Merah,kota-tarakan,2021-11-16,28500
Bawang Merah,kota-tarakan,2021-12-16,29500
Bawang Merah,kota-tarakan,2021-02-17,35250
Bawang Merah,kota-tarakan,2021-03-17,34500
Bawang Merah,kota-tarakan,2021-05-17,34000
Bawang Merah,kota-tarakan,2021-06-17,30000
Bawang Merah,kota-tarakan,2021-08-17,30000
Bawang Merah,kota-tarakan,2021-09-17,33750
Bawang Merah,kota-tarakan,2021-11-17,28500
Bawang Merah,kota-tarakan,2021-12-17,29500
Bawang Merah,kota-tarakan,2021-01-18,35000
Bawang Merah,kota-tarakan,2021-02-18,35250
Bawang Merah,kota-tarakan,2021-03-18,35250
Bawang Merah,kota-tarakan,2021-05-18,34000
Bawang Merah,kota-tarakan,2021-06-18,30000
Bawang Merah,kota-tarakan,2021-08-18,35750
Bawang Merah,kota-tarakan,2021-10-18,28500
Bawang Merah,kota-tarakan,2021-11-18,28500
Bawang Merah,kota-tarakan,2021-01-19,35000
Bawang Merah,kota-tarakan,2021-02-19,35250
Bawang Merah,kota-tarakan,2021-03-19,35250
Bawang Merah,kota-tarakan,2021-04-19,35750
Bawang Merah,kota-tarakan,2021-05-19,34000
Bawang Merah,kota-tarakan,2021-07-19,33250
Bawang Merah,kota-tarakan,2021-08-19,35750
Bawang Merah,kota-tarakan,2021-10-19,28500
Bawang Merah,kota-tarakan,2021-11-19,28500
Bawang Merah,kota-tarakan,2021-01-20,33750
Bawang Merah,kota-tarakan,2021-04-20,35750
Bawang Merah,kota-tarakan,2021-05-20,34000
Bawang Merah,kota-tarakan,2021-07-20,34000
Bawang Merah,kota-tarakan,2021-08-20,35750
Bawang Merah,kota-tarakan,2021-09-20,33750
Bawang Merah,kota-tarakan,2021-10-20,33750
Bawang Merah,kota-tarakan,2021-12-20,33750
Bawang Merah,kota-tarakan,2021-01-21,33750
Bawang Merah,kota-tarakan,2021-04-21,35750
Bawang Merah,kota-tarakan,2021-05-21,34000
Bawang Merah,kota-tarakan,2021-06-21,30000
Bawang Merah,kota-tarakan,2021-07-21,33250
Bawang Merah,kota-tarakan,2021-09-21,33750
Bawang Merah,kota-tarakan,2021-10-21,28500
Bawang Merah,kota-tarakan,2021-12-21,28500
Bawang Merah,kota-tarakan,2021-01-22,33750
Bawang Merah,kota-tarakan,2021-02-22,35250
Bawang Merah,kota-tarakan,2021-03-22,35250
Bawang Merah,kota-tarakan,2021-04-22,35750
Bawang Merah,kota-tarakan,2021-06-22,30000
Bawang Merah,kota-tarakan,2021-07-22,33250
Bawang Merah,kota-tarakan,2021-09-22,33250
Bawang Merah,kota-tarakan,2021-10-22,28500
Bawang Merah,kota-tarakan,2021-11-22,28500
Bawang Merah,kota-tarakan,2021-12-22,28500
Bawang Merah,kota-tarakan,2021-02-23,35250
Bawang Merah,kota-tarakan,2021-03-23,35250
Bawang Merah,kota-tarakan,2021-04-23,35750
Bawang Merah,kota-tarakan,2021-06-23,30000
Bawang Merah,kota-tarakan,2021-07-23,33750
Bawang Merah,kota-tarakan,2021-08-23,35250
Bawang Merah,kota-tarakan,2021-09-23,33250
Bawang Merah,kota-tarakan,2021-11-23,27750
Bawang Merah,kota-tarakan,2021-12-23,27750
Bawang Merah,kota-tarakan,2021-02-24,35250
Bawang Merah,kota-tarakan,2021-03-24,35500
Bawang Merah,kota-tarakan,2021-05-24,34000
Bawang Merah,kota-tarakan,2021-06-24,30000
Bawang Merah,kota-tarakan,2021-08-24,35250
Bawang Merah,kota-tarakan,2021-09-24,33250
Bawang Merah,kota-tarakan,2021-11-24,27750
Bawang Merah,kota-tarakan,2021-12-24,27750
Bawang Merah,kota-tarakan,2021-01-25,33750
Bawang Merah,kota-tarakan,2021-02-25,35250
Bawang Merah,kota-tarakan,2021-03-25,34750
Bawang Merah,kota-tarakan,2021-05-25,34000
Bawang Merah,kota-tarakan,2021-06-25,30000
Bawang Merah,kota-tarakan,2021-08-25,35250
Bawang Merah,kota-tarakan,2021-10-25,28500
Bawang Merah,kota-tarakan,2021-11-25,27750
Bawang Merah,kota-tarakan,2021-01-26,33750
Bawang Merah,kota-tarakan,2021-02-26,35250
Bawang Merah,kota-tarakan,2021-03-26,34750
Bawang Merah,kota-tarakan,2021-04-26,35750
Bawang Merah,kota-tarakan,2021-05-26,35750
Bawang Merah,kota-tarakan,2021-07-26,33750
Bawang Merah,kota-tarakan,2021-08-26,35500
Bawang Merah,kota-tarakan,2021-10-26,29000
Bawang Merah,kota-tarakan,2021-11-26,27750
Bawang Merah,kota-tarakan,2021-01-27,33750
Bawang Merah,kota-tarakan,2021-04-27,35750
Bawang Merah,kota-tarakan,2021-05-27,34000
Bawang Merah,kota-tarakan,2021-07-27,37000
Bawang Merah,kota-tarakan,2021-08-27,35500
Bawang Merah,kota-tarakan,2021-09-27,33250
Bawang Merah,kota-tarakan,2021-10-27,29000
Bawang Merah,kota-tarakan,2021-12-27,30000
Bawang Merah,kota-tarakan,2021-01-28,33750
Bawang Merah,kota-tarakan,2021-04-28,35750
Bawang Merah,kota-tarakan,2021-05-28,34000
Bawang Merah,kota-tarakan,2021-06-28,30000
Bawang Merah,kota-tarakan,2021-07-28,37000
Bawang Merah,kota-tarakan,2021-09-28,33000
Bawang Merah,kota-tarakan,2021-10-28,29000
Bawang Merah,kota-tarakan,2021-12-28,30000
Bawang Merah,kota-tarakan,2021-01-29,30000
Bawang Merah,kota-tarakan,2021-03-29,35250
Bawang Merah,kota-tarakan,2021-04-29,35750
Bawang Merah,kota-tarakan,2021-06-29,30000
Bawang Merah,kota-tarakan,2021-07-29,37000
Bawang Merah,kota-tarakan,2021-09-29,33000
Bawang Merah,kota-tarakan,2021-10-29,29500
Bawang Merah,kota-tarakan,2021-11-29,27750
Bawang Merah,kota-tarakan,2021-12-29,29500
Bawang Merah,kota-tarakan,2021-03-30,35250
Bawang Merah,kota-tarakan,2021-04-30,35750
Bawang Merah,kota-tarakan,2021-06-30,30000
Bawang Merah,kota-tarakan,2021-07-30,37750
Bawang Merah,kota-tarakan,2021-08-30,34000
Bawang Merah,kota-tarakan,2021-09-30,33000
Bawang Merah,kota-tarakan,2021-11-30,27750
Bawang Merah,kota-tarakan,2021-12-30,29500
Bawang Merah,kota-tarakan,2021-03-31,35250
Bawang Merah,kota-tarakan,2021-05-31,32500
Bawang Merah,kota-tarakan,2021-08-31,34000
Bawang Merah,kota-tarakan,2021-12-31,29500
Bawang Putih,kota-tarakan,2021-01-01,25500
Bawang Putih,kota-tarakan,2021-02-01,25500
Bawang Putih,kota-tarakan,2021-03-01,27750
Bawang Putih,kota-tarakan,2021-04-01,27750
Bawang Putih,kota-tarakan,2021-06-01,27750
Bawang Putih,kota-tarakan,2021-07-01,28750
Bawang Putih,kota-tarakan,2021-09-01,31750
Bawang Putih,kota-tarakan,2021-10-01,30000
Bawang Putih,kota-tarakan,2021-11-01,29500
Bawang Putih,kota-tarakan,2021-12-01,28500
Bawang Putih,kota-tarakan,2021-02-02,25500
Bawang Putih,kota-tarakan,2021-03-02,27750
Bawang Putih,kota-tarakan,2021-04-02,27750
Bawang Putih,kota-tarakan,2021-06-02,29250
Bawang Putih,kota-tarakan,2021-07-02,28750
Bawang Putih,kota-tarakan,2021-08-02,33250
Bawang Putih,kota-tarakan,2021-09-02,31750
Bawang Putih,kota-tarakan,2021-11-02,29500
Bawang Putih,kota-tarakan,2021-12-02,28500
Bawang Putih,kota-tarakan,2021-02-03,26000
Bawang Putih,kota-tarakan,2021-03-03,27750
Bawang Putih,kota-tarakan,2021-05-03,28750
Bawang Putih,kota-tarakan,2021-06-03,29250
Bawang Putih,kota-tarakan,2021-08-03,33250
Bawang Putih,kota-tarakan,2021-09-03,31750
Bawang Putih,kota-tarakan,2021-11-03,29500
Bawang Putih,kota-tarakan,2021-12-03,28500
Bawang Putih,kota-tarakan,2021-01-04,25500
Bawang Putih,kota-tarakan,2021-02-04,26000
Bawang Putih,kota-tarakan,2021-03-04,27750
Bawang Putih,kota-tarakan,2021-05-04,28750
Bawang Putih,kota-tarakan,2021-06-04,29250
Bawang Putih,kota-tarakan,2021-08-04,33250
Bawang Putih,kota-tarakan,2021-10-04,30000
Bawang Putih,kota-tarakan,2021-11-04,29500
Bawang Putih,kota-tarakan,2021-01-05,25500
Bawang Putih,kota-tarakan,2021-02-05,26000
Bawang Putih,kota-tarakan,2021-03-05,27750
Bawang Putih,kota-tarakan,2021-04-05,27750
Bawang Putih,kota-tarakan,2021-05-05,28750
Bawang Putih,kota-tarakan,2021-07-05,28750
Bawang Putih,kota-tarakan,2021-08-05,33250
Bawang Putih,kota-tarakan,2021-10-05,30000
Bawang Putih,kota-tarakan,2021-11-05,29500
Bawang Putih,kota-tarakan,2021-01-06,25500
Bawang Putih,kota-tarakan,2021-04-06,27750
Bawang Putih,kota-tarakan,2021-05-06,28750
Bawang Putih,kota-tarakan,2021-07-06,28750
Bawang Putih,kota-tarakan,2021-08-06,33250
Bawang Putih,kota-tarakan,2021-09-06,31750
Bawang Putih,kota-tarakan,2021-10-06,30000
Bawang Putih,kota-tarakan,2021-12-06,28500
Bawang Putih,kota-tarakan,2021-01-07,25500
Bawang Putih,kota-tarakan,2021-04-07,27750
Bawang Putih,kota-tarakan,2021-05-07,28750
Bawang Putih,kota-tarakan,2021-06-07,29250
Bawang Putih,kota-tarakan,2021-07-07,28750
Bawang Putih,kota-tarakan,2021-09-07,31750
Bawang Putih,kota-tarakan,2021-10-07,30000
Bawang Putih,kota-tarakan,2021-12-07,28500
Bawang Putih,kota-tarakan,2021-01-08,25500
Bawang Putih,kota-tarakan,2021-02-08,26000
Bawang Putih,kota-tarakan,2021-03-08,27750
Bawang Putih,kota-tarakan,2021-04-08,27750
Bawang Putih,kota-tarakan,2021-06-08,28750
Bawang Putih,kota-tarakan,2021-07-08,28750
Bawang Putih,kota-tarakan,2021-09-08,31750
Bawang Putih,kota-tarakan,2021-10-08,30000
Bawang Putih,kota-tarakan,2021-11-08,29500
Bawang Putih,kota-tarakan,2021-12-08,28500
Bawang Putih,kota-tarakan,2021-02-09,26000
Bawang Putih,kota-tarakan,2021-03-09,27750
Bawang Putih,kota-tarakan,2021-04-09,27750
Bawang Putih,kota-tarakan,2021-06-09,28750
Bawang Putih,kota-tarakan,2021-07-09,28750
Bawang Putih,kota-tarakan,2021-08-09,32000
Bawang Putih,kota-tarakan,2021-09-09,31750
Bawang Putih,kota-tarakan,2021-11-09,29500
Bawang Putih,kota-tarakan,2021-12-09,28500
Bawang Putih,kota-tarakan,2021-02-10,26000
Bawang Putih,kota-tarakan,2021-03-10,27750
Bawang Putih,kota-tarakan,2021-05-10,29250
Bawang Putih,kota-tarakan,2021-06-10,28750
Bawang Putih,kota-tarakan,2021-08-10,32000
Bawang Putih,kota-tarakan,2021-09-10,31750
Bawang Putih,kota-tarakan,2021-11-10,29500
Bawang Putih,kota-tarakan,2021-12-10,28500
Bawang Putih,kota-tarakan,2021-01-11,25500
Bawang Putih,kota-tarakan,2021-02-11,26000
Bawang Putih,kota-tarakan,2021-03-11,26000
Bawang Putih,kota-tarakan,2021-05-11,29250
Bawang Putih,kota-tarakan,2021-06-11,28750
Bawang Putih,kota-tarakan,2021-08-11,28750
Bawang Putih,kota-tarakan,2021-10-11,30000
Bawang Putih,kota-tarakan,2021-11-11,29500
Bawang Putih,kota-tarakan,2021-01-12,25500
Bawang Putih,kota-tarakan,2021-02-12,25500
Bawang Putih,kota-tarakan,2021-03-12,27250
Bawang Putih,kota-tarakan,2021-04-12,28250
Bawang Putih,kota-tarakan,2021-05-12,28250
Bawang Putih,kota-tarakan,2021-07-12,28750
Bawang Putih,kota-tarakan,2021-08-12,32000
Bawang Putih,kota-tarakan,2021-10-12,30000
Bawang Putih,kota-tarakan,2021-11-12,29500
Bawang Putih,kota-tarakan,2021-01-13,25500
Bawang Putih,kota-tarakan,2021-04-13,28250
Bawang Putih,kota-tarakan,2021-05-13,28250
Bawang Putih,kota-tarakan,2021-07-13,28750
Bawang Putih,kota-tarakan,2021-08-13,32000
Bawang Putih,kota-tarakan,2021-09-13,31750
Bawang Putih,kota-tarakan,2021-10-13,30000
Bawang Putih,kota-tarakan,2021-12-13,28000
Bawang Putih,kota-tarakan,2021-01-14,25500
Bawang Putih,kota-tarakan,2021-04-14,28750
Bawang Putih,kota-tarakan,2021-05-14,28750
Bawang Putih,kota-tarakan,2021-06-14,28750
Bawang Putih,kota-tarakan,2021-07-14,28750
Bawang Putih,kota-tarakan,2021-09-14,31750
Bawang Putih,kota-tarakan,2021-10-14,30000
Bawang Putih,kota-tarakan,2021-12-14,28000
Bawang Putih,kota-tarakan,2021-01-15,25500
Bawang Putih,kota-tarakan,2021-02-15,27750
Bawang Putih,kota-tarakan,2021-03-15,27250
Bawang Putih,kota-tarakan,2021-04-15,28750
Bawang Putih,kota-tarakan,2021-06-15,28750
Bawang Putih,kota-tarakan,2021-07-15,28750
Bawang Putih,kota-tarakan,2021-09-15,31750
Bawang Putih,kota-tarakan,2021-10-15,30000
Bawang Putih,kota-tarakan,2021-11-15,29500
Bawang Putih,kota-tarakan,2021-12-15,28500
Bawang Putih,kota-tarakan,2021-02-16,27750
Bawang Putih,kota-tarakan,2021-03-16,27250
Bawang Putih,kota-tarakan,2021-04-16,28750
Bawang Putih,kota-tarakan,2021-06-16,28750
Bawang Putih,kota-tarakan,2021-07-16,28750
Bawang Putih,kota-tarakan,2021-08-16,32000
Bawang Putih,kota-tarakan,2021-09-16,31750
Bawang Putih,kota-tarakan,2021-11-16,29500
Bawang Putih,kota-tarakan,2021-12-16,28500
Bawang Putih,kota-tarakan,2021-02-17,27750
Bawang Putih,kota-tarakan,2021-03-17,27250
Bawang Putih,kota-tarakan,2021-05-17,29250
Bawang Putih,kota-tarakan,2021-06-17,28750
Bawang Putih,kota-tarakan,2021-08-17,28750
Bawang Putih,kota-tarakan,2021-09-17,30500
Bawang Putih,kota-tarakan,2021-11-17,29500
Bawang Putih,kota-tarakan,2021-12-17,28500
Bawang Putih,kota-tarakan,2021-01-18,25500
Bawang Putih,kota-tarakan,2021-02-18,27750
Bawang Putih,kota-tarakan,2021-03-18,27250
Bawang Putih,kota-tarakan,2021-05-18,29250
Bawang Putih,kota-tarakan,2021-06-18,28750
Bawang Putih,kota-tarakan,2021-08-18,31750
Bawang Putih,kota-tarakan,2021-10-18,30000
Bawang Putih,kota-tarakan,2021-11-18,29500
Bawang Putih,kota-tarakan,2021-01-19,25500
Bawang Putih,kota-tarakan,2021-02-19,27750
Bawang Putih,kota-tarakan,2021-03-19,27750
Bawang Putih,kota-tarakan,2021-04-19,28750
Bawang Putih,kota-tarakan,2021-05-19,29250
Bawang Putih,kota-tarakan,2021-07-19,28750
Bawang Putih,kota-tarakan,2021-08-19,31750
Bawang Putih,kota-tarakan,2021-10-19,30000
Bawang Putih,kota-tarakan,2021-11-19,29500
Bawang Putih,kota-tarakan,2021-01-20,25500
Bawang Putih,kota-tarakan,2021-04-20,28750
Bawang Putih,kota-tarakan,2021-05-20,29250
Bawang Putih,kota-tarakan,2021-07-20,29250
Bawang Putih,kota-tarakan,2021-08-20,31750
Bawang Putih,kota-tarakan,2021-09-20,30500
Bawang Putih,kota-tarakan,2021-10-20,30500
Bawang Putih,kota-tarakan,2021-12-20,30500
Bawang Putih,kota-tarakan,2021-01-21,25500
Bawang Putih,kota-tarakan,2021-04-21,28750
Bawang Putih,kota-tarakan,2021-05-21,29250
Bawang Putih,kota-tarakan,2021-06-21,28750
Bawang Putih,kota-tarakan,2021-07-21,28750
Bawang Putih,kota-tarakan,2021-09-21,30500
Bawang Putih,kota-tarakan,2021-10-21,29500
Bawang Putih,kota-tarakan,2021-12-21,29500
Bawang Putih,kota-tarakan,2021-01-22,25500
Bawang Putih,kota-tarakan,2021-02-22,27750
Bawang Putih,kota-tarakan,2021-03-22,27750
Bawang Putih,kota-tarakan,2021-04-22,28750
Bawang Putih,kota-tarakan,2021-06-22,28750
Bawang Putih,kota-tarakan,2021-07-22,28750
Bawang Putih,kota-tarakan,2021-09-22,30500
Bawang Putih,kota-tarakan,2021-10-22,29500
Bawang Putih,kota-tarakan,2021-11-22,29000
Bawang Putih,kota-tarakan,2021-12-22,29000
Bawang Putih,kota-tarakan,2021-02-23,27750
Bawang Putih,kota-tarakan,2021-03-23,27750
Bawang Putih,kota-tarakan,2021-04-23,28750
Bawang Putih,kota-tarakan,2021-06-23,28250
Bawang Putih,kota-tarakan,2021-07-23,28750
Bawang Putih,kota-tarakan,2021-08-23,31750
Bawang Putih,kota-tarakan,2021-09-23,30500
Bawang Putih,kota-tarakan,2021-11-23,29000
Bawang Putih,kota-tarakan,2021-12-23,29000
Bawang Putih,kota-tarakan,2021-02-24,27250
Bawang Putih,kota-tarakan,2021-03-24,27750
Bawang Putih,kota-tarakan,2021-05-24,29250
Bawang Putih,kota-tarakan,2021-06-24,28250
Bawang Putih,kota-tarakan,2021-08-24,31750
Bawang Putih,kota-tarakan,2021-09-24,30500
Bawang Putih,kota-tarakan,2021-11-24,29000
Bawang Putih,kota-tarakan,2021-12-24,29000
Bawang Putih,kota-tarakan,2021-01-25,25500
Bawang Putih,kota-tarakan,2021-02-25,27250
Bawang Putih,kota-tarakan,2021-03-25,27750
Bawang Putih,kota-tarakan,2021-05-25,29250
Bawang Putih,kota-tarakan,2021-06-25,28250
Bawang Putih,kota-tarakan,2021-08-25,31750
Bawang Putih,kota-tarakan,2021-10-25,29500
Bawang Putih,kota-tarakan,2021-11-25,29000
Bawang Putih,kota-tarakan,2021-01-26,25500
Bawang Putih,kota-tarakan,2021-02-26,27250
Bawang Putih,kota-tarakan,2021-03-26,27750
Bawang Putih,kota-tarakan,2021-04-26,28750
Bawang Putih,kota-tarakan,2021-05-26,28750
Bawang Putih,kota-tarakan,2021-07-26,28750
Bawang Putih,kota-tarakan,2021-08-26,32250
Bawang Putih,kota-tarakan,2021-10-26,29500
Bawang Putih,kota-tarakan,2021-11-26,28500
Bawang Putih,kota-tarakan,2021-01-27,25500
Bawang Putih,kota-tarakan,2021-04-27,28750
Bawang Putih,kota-tarakan,2021-05-27,29250
Bawang Putih,kota-tarakan,2021-07-27,32000
Bawang Putih,kota-tarakan,2021-08-27,32250
Bawang Putih,kota-tarakan,2021-09-27,30500
Bawang Putih,kota-tarakan,2021-10-27,29000
Bawang Putih,kota-tarakan,2021-12-27,29000
Bawang Putih,kota-tarakan,2021-01-28,25500
Bawang Putih,kota-tarakan,2021-04-28,28750
Bawang Putih,kota-tarakan,2021-05-28,29250
Bawang Putih,kota-tarakan,2021-06-28,28750
Bawang Putih,kota-tarakan,2021-07-28,32000
Bawang Putih,kota-tarakan,2021-09-28,30500
Bawang Putih,kota-tarakan,2021-10-28,29000
Bawang Putih,kota-tarakan,2021-12-28,29000
Bawang Putih,kota-tarakan,2021-01-29,25500
Bawang Putih,kota-tarakan,2021-03-29,27750
Bawang Putih,kota-tarakan,2021-04-29,28750
Bawang Putih,kota-tarakan,2021-06-29,28750
Bawang Putih,kota-tarakan,2021-07-29,32000
Bawang Putih,kota-tarakan,2021-09-29,30500
Bawang Putih,kota-tarakan,2021-10-29,29500
Bawang Putih,kota-tarakan,2021-11-29,28500
Bawang Putih,kota-tarakan,2021-12-29,29000
Bawang Putih,kota-tarakan,2021-03-30,27750
Bawang Putih,kota-tarakan,2021-04-30,28750
Bawang Putih,kota-tarakan,2021-06-30,28750
Bawang Putih,kota-tarakan,2021-07-30,32000
Bawang Putih,kota-tarakan,2021-08-30,31750
Bawang Putih,kota-tarakan,2021-09-30,30500
Bawang Putih,kota-tarakan,2021-11-30,28500
Bawang Putih,kota-tarakan,2021-12-30,28500
Bawang Putih,kota-tarakan,2021-03-31,27750
Bawang Putih,kota-tarakan,2021-05-31,29250
Bawang Putih,kota-tarakan,2021-08-31,31750
Bawang Putih,kota-tarakan,2021-12-31,28500
Beras,kota-tarakan,2021-01-01,13050
Beras,kota-tarakan,2021-02-01,13050
Beras,kota-tarakan,2021-03-01,13050
Beras,kota-tarakan,2021-04-01,13050
Beras,kota-tarakan,2021-06-01,13050
Beras,kota-tarakan,2021-07-01,13050
Beras,kota-tarakan,2021-09-01,13050
Beras,kota-tarakan,2021-10-01,13050
Beras,kota-tarakan,2021-11-01,12950
Beras,kota-tarakan,2021-12-01,12950
Beras,kota-tarakan,2021-02-02,13050
Beras,kota-tarakan,2021-03-02,13050
Beras,kota-tarakan,2021-04-02,13050
Beras,kota-tarakan,2021-06-02,13050
Beras,kota-tarakan,2021-07-02,13050
Beras,kota-tarakan,2021-08-02,13050
Beras,kota-tarakan,2021-09-02,13050
Beras,kota-tarakan,2021-11-02,12950
Beras,kota-tarakan,2021-12-02,12950
Beras,kota-tarakan,2021-02-03,13050
Beras,kota-tarakan,2021-03-03,13050
Beras,kota-tarakan,2021-05-03,13050
Beras,kota-tarakan,2021-06-03,13050
Beras,kota-tarakan,2021-08-03,13050
Beras,kota-tarakan,2021-09-03,13050
Beras,kota-tarakan,2021-11-03,12950
Beras,kota-tarakan,2021-12-03,12950
Beras,kota-tarakan,2021-01-04,13050
Beras,kota-tarakan,2021-02-04,13050
Beras,kota-tarakan,2021-03-04,13050
Beras,kota-tarakan,2021-05-04,13050
Beras,kota-tarakan,2021-06-04,13050
Beras,kota-tarakan,2021-08-04,13050
Beras,kota-tarakan,2021-10-04,13050
Beras,kota-tarakan,2021-11-04,12950
Beras,kota-tarakan,2021-01-05,13050
Beras,kota-tarakan,2021-02-05,13050
Beras,kota-tarakan,2021-03-05,13050
Beras,kota-tarakan,2021-04-05,13050
Beras,kota-tarakan,2021-05-05,13050
Beras,kota-tarakan,2021-07-05,13050
Beras,kota-tarakan,2021-08-05,13050
Beras,kota-tarakan,2021-10-05,12950
Beras,kota-tarakan,2021-11-05,12950
Beras,kota-tarakan,2021-01-06,13050
Beras,kota-tarakan,2021-04-06,13050
Beras,kota-tarakan,2021-05-06,13050
Beras,kota-tarakan,2021-07-06,13050
Beras,kota-tarakan,2021-08-06,13050
Beras,kota-tarakan,2021-09-06,13050
Beras,kota-tarakan,2021-10-06,12950
Beras,kota-tarakan,2021-12-06,12950
Beras,kota-tarakan,2021-01-07,13050
Beras,kota-tarakan,2021-04-07,13050
Beras,kota-tarakan,2021-05-07,13050
Beras,kota-tarakan,2021-06-07,13050
Beras,kota-tarakan,2021-07-07,13050
Beras,kota-tarakan,2021-09-07,13050
Beras,kota-tarakan,2021-10-07,12950
Beras,kota-tarakan,2021-12-07,12950
Beras,kota-tarakan,2021-01-08,13050
Beras,kota-tarakan,2021-02-08,13050
Beras,kota-tarakan,2021-03-08,13050
Beras,kota-tarakan,2021-04-08,13050
Beras,kota-tarakan,2021-06-08,13050
Beras,kota-tarakan,2021-07-08,13050
Beras,kota-tarakan,2021-09-08,13050
Beras,kota-tarakan,2021-10-08,12950
Beras,kota-tarakan,2021-11-08,12950
Beras,kota-tarakan,2021-12-08,12950
Beras,kota-tarakan,2021-02-09,13050
Beras,kota-tarakan,2021-03-09,13050
Beras,kota-tarakan,2021-04-09,13050
Beras,kota-tarakan,2021-06-09,13050
Beras,kota-tarakan,2021-07-09,13050
Beras,kota-tarakan,2021-08-09,13050
Beras,kota-tarakan,2021-09-09,13050
Beras,kota-tarakan,2021-11-09,12950
Beras,kota-tarakan,2021-12-09,12950
Beras,kota-tarakan,2021-02-10,13050
Beras,kota-tarakan,2021-03-10,13050
Beras,kota-tarakan,2021-05-10,13050
Beras,kota-tarakan,2021-06-10,13050
Beras,kota-tarakan,2021-08-10,13050
Beras,kota-tarakan,2021-09-10,13050
Beras,kota-tarakan,2021-11-10,12950
Beras,kota-tarakan,2021-12-10,12950
Beras,kota-tarakan,2021-01-11,13050
Beras,kota-tarakan,2021-02-11,13050
Beras,kota-tarakan,2021-03-11,13050
Beras,kota-tarakan,2021-05-11,13050
Beras,kota-tarakan,2021-06-11,13050
Beras,kota-tarakan,2021-08-11,13050
Beras,kota-tarakan,2021-10-11,12950
Beras,kota-tarakan,2021-11-11,12950
Beras,kota-tarakan,2021-01-12,13050
Beras,kota-tarakan,2021-02-12,13050
Beras,kota-tarakan,2021-03-12,13050
